Num_species,Replicate_number,Num_total_DAR,Num_cDAR,Num_uDAR
550,97,289,135,154
550,98,289,133,156
550,99,289,128,161
600,0,289,134,155
600,1,289,134,155
600,2,289,132,157
600,3,289,138,151
600,4,289,130,159
600,5,289,135,154
600,6,289,138,151
600,7,289,139,150
600,8,289,138,151
600,9,289,139,150
600,10,289,133,156
600,11,289,134,155
600,12,289,136,153
600,13,289,136,153
600,14,289,140,149
600,15,289,136,153
600,16,289,134,155
600,17,289,135,154
600,18,289,137,152
600,19,289,134,155
600,20,289,129,160
600,21,289,134,155
600,22,289,132,157
600,23,289,135,154
600,24,289,132,157
600,25,289,129,160
600,26,289,139,150
600,27,289,139,150
600,28,289,137,152
600,29,289,139,150
600,30,289,135,154
600,31,289,128,161
600,32,289,133,156
600,33,289,134,155
600,34,289,136,153
600,35,289,136,153
600,36,289,137,152
600,37,289,138,151
600,38,289,137,152
600,39,289,132,157
600,40,289,134,155
600,41,289,141,148
600,42,289,131,158
600,43,289,129,160
600,44,289,133,156
600,45,289,131,158
600,46,289,135,154
600,47,289,135,154
600,48,289,137,152
600,49,289,134,155
600,50,289,131,158
600,51,289,135,154
600,52,289,131,158
600,53,289,136,153
600,54,289,138,151
600,55,289,139,150
600,56,289,137,152
600,57,289,138,151
600,58,289,132,157
600,59,289,140,149
600,60,289,134,155
600,61,289,138,151
600,62,289,138,151
600,63,289,136,153
600,64,289,135,154
600,65,289,136,153
600,66,289,137,152
600,67,289,131,158
600,68,289,136,153
600,69,289,131,158
600,70,289,134,155
600,71,289,135,154
600,72,289,131,158
600,73,289,135,154
600,74,289,132,157
600,75,289,136,153
600,76,289,133,156
600,77,289,132,157
600,78,289,135,154
600,79,289,135,154
600,80,289,140,149
600,81,289,137,152
600,82,289,134,155
600,83,289,137,152
600,84,289,135,154
600,85,289,134,155
600,86,289,137,152
600,87,289,133,156
600,88,289,140,149
600,89,289,133,156
600,90,289,133,156
600,91,289,135,154
600,92,289,133,156
600,93,289,130,159
600,94,289,132,157
600,95,289,133,156
600,96,289,135,154
600,97,289,136,153
600,98,289,131,158
600,99,289,132,157
650,0,289,135,154
650,1,289,137,152
650,2,289,136,153
650,3,289,134,155
650,4,289,136,153
650,5,289,137,152
650,6,289,136,153
650,7,289,140,149
650,8,289,134,155
650,9,289,138,151
650,10,289,141,148
650,11,289,137,152
650,12,289,139,150
650,13,289,140,149
650,14,289,138,151
650,15,289,136,153
650,16,289,137,152
650,17,289,139,150
650,18,289,137,152
650,19,289,137,152
650,20,289,138,151
650,21,289,135,154
650,22,289,135,154
650,23,289,136,153
650,24,289,140,149
650,25,289,134,155
650,26,289,139,150
650,27,289,135,154
650,28,289,139,150
650,29,289,136,153
650,30,289,139,150
650,31,289,140,149
650,32,289,139,150
650,33,289,139,150
650,34,289,139,150
650,35,289,137,152
650,36,289,137,152
650,37,289,137,152
650,38,289,135,154
650,39,289,137,152
650,40,289,137,152
650,41,289,134,155
650,42,289,138,151
650,43,289,137,152
650,44,289,132,157
650,45,289,136,153
650,46,289,133,156
650,47,289,136,153
650,48,289,134,155
650,49,289,140,149
650,50,289,136,153
650,51,289,138,151
650,52,289,140,149
650,53,289,134,155
650,54,289,135,154
650,55,289,140,149
650,56,289,137,152
650,57,289,140,149
650,58,289,136,153
650,59,289,135,154
650,60,289,136,153
650,61,289,135,154
650,62,289,137,152
650,63,289,136,153
650,64,289,136,153
650,65,289,135,154
650,66,289,140,149
650,67,289,135,154
650,68,289,133,156
650,69,289,134,155
650,70,289,139,150
650,71,289,137,152
650,72,289,135,154
650,73,289,139,150
650,74,289,135,154
650,75,289,141,148
650,76,289,141,148
650,77,289,139,150
650,78,289,133,156
650,79,289,138,151
650,80,289,134,155
650,81,289,136,153
650,82,289,136,153
650,83,289,133,156
650,84,289,138,151
650,85,289,137,152
650,86,289,135,154
650,87,289,131,158
650,88,289,140,149
650,89,289,136,153
650,90,289,138,151
650,91,289,137,152
650,92,289,134,155
650,93,289,132,157
650,94,289,141,148
650,95,289,133,156
650,96,289,141,148
650,97,289,136,153
650,98,289,135,154
650,99,289,140,149
700,0,289,136,153
700,1,289,136,153
700,2,289,137,152
700,3,289,138,151
700,4,289,137,152
700,5,289,138,151
700,6,289,140,149
700,7,289,138,151
700,8,289,138,151
700,9,289,134,155
700,10,289,135,154
700,11,289,139,150
700,12,289,137,152
700,13,289,138,151
700,14,289,136,153
700,15,289,137,152
700,16,289,137,152
700,17,289,138,151
700,18,289,138,151
700,19,289,134,155
700,20,289,137,152
700,21,289,137,152
700,22,289,137,152
700,23,289,140,149
700,24,289,134,155
700,25,289,140,149
700,26,289,143,146
700,27,289,134,155
700,28,289,137,152
700,29,289,135,154
700,30,289,139,150
700,31,289,136,153
700,32,289,141,148
700,33,289,138,151
700,34,289,138,151
700,35,289,141,148
700,36,289,137,152
700,37,289,137,152
700,38,289,139,150
700,39,289,141,148
700,40,289,137,152
700,41,289,134,155
700,42,289,141,148
700,43,289,135,154
700,44,289,132,157
700,45,289,138,151
700,46,289,141,148
700,47,289,137,152
700,48,289,138,151
700,49,289,137,152
700,50,289,140,149
700,51,289,138,151
700,52,289,139,150
700,53,289,140,149
700,54,289,137,152
700,55,289,140,149
700,56,289,136,153
700,57,289,136,153
700,58,289,138,151
700,59,289,139,150
700,60,289,138,151
700,61,289,136,153
700,62,289,141,148
700,63,289,137,152
700,64,289,138,151
700,65,289,140,149
700,66,289,135,154
700,67,289,136,153
700,68,289,139,150
700,69,289,135,154
700,70,289,141,148
700,71,289,136,153
700,72,289,139,150
