Num_species,Replicate_number,Num_total_DAR,Num_cDAR,Num_uDAR
700,73,289,134,155
700,74,289,139,150
700,75,289,140,149
700,76,289,132,157
700,77,289,138,151
700,78,289,138,151
700,79,289,138,151
700,80,289,141,148
700,81,289,137,152
700,82,289,139,150
700,83,289,134,155
700,84,289,137,152
700,85,289,143,146
700,86,289,136,153
700,87,289,136,153
700,88,289,143,146
700,89,289,135,154
700,90,289,138,151
700,91,289,139,150
700,92,289,137,152
700,93,289,133,156
700,94,289,139,150
700,95,289,137,152
700,96,289,139,150
700,97,289,139,150
700,98,289,142,147
700,99,289,141,148
750,0,289,137,152
750,1,289,136,153
750,2,289,139,150
750,3,289,137,152
750,4,289,139,150
750,5,289,141,148
750,6,289,140,149
750,7,289,141,148
750,8,289,140,149
750,9,289,135,154
750,10,289,141,148
750,11,289,139,150
750,12,289,140,149
750,13,289,135,154
750,14,289,136,153
750,15,289,140,149
750,16,289,134,155
750,17,289,137,152
750,18,289,139,150
750,19,289,138,151
750,20,289,138,151
750,21,289,139,150
750,22,289,142,147
750,23,289,140,149
750,24,289,141,148
750,25,289,139,150
750,26,289,138,151
750,27,289,138,151
750,28,289,140,149
750,29,289,142,147
750,30,289,140,149
750,31,289,143,146
750,32,289,142,147
750,33,289,134,155
750,34,289,138,151
750,35,289,139,150
750,36,289,140,149
750,37,289,137,152
750,38,289,135,154
750,39,289,141,148
750,40,289,139,150
750,41,289,139,150
750,42,289,135,154
750,43,289,141,148
750,44,289,139,150
750,45,289,143,146
750,46,289,144,145
750,47,289,139,150
750,48,289,141,148
750,49,289,138,151
750,50,289,141,148
750,51,289,141,148
750,52,289,139,150
750,53,289,142,147
750,54,289,139,150
750,55,289,142,147
750,56,289,139,150
750,57,289,141,148
750,58,289,140,149
750,59,289,139,150
750,60,289,140,149
750,61,289,139,150
750,62,289,134,155
750,63,289,139,150
750,64,289,137,152
750,65,289,139,150
750,66,289,142,147
750,67,289,139,150
750,68,289,141,148
750,69,289,136,153
750,70,289,143,146
750,71,289,138,151
750,72,289,144,145
750,73,289,141,148
750,74,289,139,150
750,75,289,141,148
750,76,289,140,149
750,77,289,133,156
750,78,289,139,150
750,79,289,141,148
750,80,289,135,154
750,81,289,141,148
750,82,289,136,153
750,83,289,144,145
750,84,289,138,151
750,85,289,140,149
750,86,289,136,153
750,87,289,136,153
750,88,289,137,152
750,89,289,140,149
750,90,289,141,148
750,91,289,138,151
750,92,289,140,149
750,93,289,141,148
750,94,289,142,147
750,95,289,136,153
750,96,289,140,149
750,97,289,135,154
750,98,289,141,148
750,99,289,143,146
800,0,289,137,152
800,1,289,139,150
800,2,289,139,150
800,3,289,140,149
800,4,289,139,150
800,5,289,140,149
800,6,289,141,148
800,7,289,145,144
800,8,289,143,146
800,9,289,142,147
800,10,289,140,149
800,11,289,138,151
800,12,289,142,147
800,13,289,138,151
800,14,289,142,147
800,15,289,143,146
800,16,289,140,149
800,17,289,142,147
800,18,289,140,149
800,19,289,142,147
800,20,289,142,147
800,21,289,143,146
800,22,289,140,149
800,23,289,138,151
800,24,289,141,148
800,25,289,141,148
800,26,289,136,153
800,27,289,142,147
800,28,289,140,149
800,29,289,137,152
800,30,289,143,146
800,31,289,137,152
800,32,289,141,148
800,33,289,140,149
800,34,289,141,148
800,35,289,141,148
800,36,289,141,148
800,37,289,140,149
800,38,289,140,149
800,39,289,142,147
800,40,289,142,147
800,41,289,137,152
800,42,289,141,148
800,43,289,141,148
800,44,289,140,149
800,45,289,140,149
800,46,289,138,151
800,47,289,137,152
800,48,289,141,148
800,49,289,140,149
800,50,289,135,154
800,51,289,140,149
800,52,289,138,151
800,53,289,142,147
800,54,289,138,151
800,55,289,141,148
800,56,289,138,151
800,57,289,140,149
800,58,289,143,146
800,59,289,138,151
800,60,289,140,149
800,61,289,142,147
800,62,289,140,149
800,63,289,138,151
800,64,289,141,148
800,65,289,142,147
800,66,289,140,149
800,67,289,138,151
800,68,289,141,148
800,69,289,141,148
800,70,289,142,147
800,71,289,141,148
800,72,289,140,149
800,73,289,139,150
800,74,289,133,156
800,75,289,143,146
800,76,289,139,150
800,77,289,140,149
800,78,289,139,150
800,79,289,140,149
800,80,289,139,150
800,81,289,140,149
800,82,289,143,146
800,83,289,139,150
800,84,289,139,150
800,85,289,140,149
800,86,289,142,147
800,87,289,139,150
800,88,289,142,147
800,89,289,139,150
800,90,289,144,145
800,91,289,143,146
800,92,289,139,150
800,93,289,141,148
800,94,289,142,147
800,95,289,141,148
800,96,289,140,149
800,97,289,139,150
800,98,289,141,148
800,99,289,142,147
850,0,289,138,151
850,1,289,141,148
850,2,289,142,147
850,3,289,141,148
850,4,289,139,150
850,5,289,141,148
850,6,289,141,148
850,7,289,141,148
850,8,289,142,147
850,9,289,141,148
850,10,289,141,148
850,11,289,140,149
850,12,289,139,150
850,13,289,142,147
850,14,289,141,148
850,15,289,135,154
850,16,289,143,146
850,17,289,141,148
850,18,289,143,146
850,19,289,141,148
850,20,289,143,146
850,21,289,142,147
850,22,289,140,149
850,23,289,140,149
850,24,289,143,146
850,25,289,141,148
850,26,289,143,146
850,27,289,143,146
850,28,289,141,148
850,29,289,139,150
850,30,289,144,145
850,31,289,141,148
850,32,289,142,147
850,33,289,142,147
850,34,289,140,149
850,35,289,141,148
850,36,289,143,146
850,37,289,142,147
850,38,289,143,146
850,39,289,145,144
850,40,289,144,145
850,41,289,142,147
850,42,289,142,147
850,43,289,140,149
850,44,289,143,146
850,45,289,140,149
850,46,289,140,149
850,47,289,143,146
850,48,289,144,145
850,49,289,139,150
850,50,289,144,145
850,51,289,140,149
850,52,289,141,148
850,53,289,143,146
850,54,289,141,148
850,55,289,143,146
850,56,289,143,146
850,57,289,143,146
850,58,289,141,148
850,59,289,139,150
850,60,289,138,151
850,61,289,142,147
850,62,289,141,148
850,63,289,143,146
850,64,289,141,148
850,65,289,139,150
850,66,289,136,153
850,67,289,140,149
850,68,289,137,152
850,69,289,141,148
850,70,289,140,149
850,71,289,142,147
850,72,289,142,147
850,73,289,140,149
850,74,289,138,151
850,75,289,141,148
850,76,289,141,148
850,77,289,141,148
850,78,289,141,148
850,79,289,142,147
850,80,289,145,144
850,81,289,145,144
850,82,289,142,147
850,83,289,140,149
850,84,289,139,150
850,85,289,140,149
850,86,289,143,146
850,87,289,144,145
850,88,289,142,147
850,89,289,141,148
850,90,289,137,152
850,91,289,143,146
850,92,289,142,147
850,93,289,143,146
850,94,289,144,145
850,95,289,141,148
850,96,289,143,146
850,97,289,139,150
850,98,289,141,148
850,99,289,144,145
900,0,289,139,150
900,1,289,142,147
900,2,289,143,146
900,3,289,141,148
900,4,289,143,146
900,5,289,144,145
900,6,289,142,147
900,7,289,141,148
900,8,289,141,148
900,9,289,141,148
900,10,289,143,146
900,11,289,142,147
900,12,289,144,145
900,13,289,141,148
900,14,289,141,148
900,15,289,139,150
900,16,289,142,147
900,17,289,144,145
900,18,289,141,148
900,19,289,145,144
900,20,289,143,146
900,21,289,141,148
900,22,289,142,147
900,23,289,140,149
900,24,289,144,145
900,25,289,145,144
900,26,289,140,149
900,27,289,145,144
900,28,289,140,149
900,29,289,141,148
900,30,289,143,146
900,31,289,142,147
900,32,289,143,146
900,33,289,144,145
900,34,289,139,150
900,35,289,143,146
900,36,289,143,146
900,37,289,143,146
900,38,289,145,144
900,39,289,144,145
900,40,289,141,148
900,41,289,144,145
900,42,289,143,146
900,43,289,143,146
900,44,289,142,147
900,45,289,142,147
900,46,289,140,149
900,47,289,144,145
900,48,289,143,146
900,49,289,140,149
900,50,289,141,148
900,51,289,138,151
900,52,289,144,145
900,53,289,141,148
900,54,289,144,145
900,55,289,143,146
900,56,289,144,145
900,57,289,141,148
900,58,289,141,148
900,59,289,142,147
900,60,289,141,148
900,61,289,141,148
900,62,289,144,145
900,63,289,142,147
900,64,289,143,146
900,65,289,143,146
900,66,289,141,148
900,67,289,144,145
900,68,289,141,148
900,69,289,144,145
900,70,289,143,146
900,71,289,138,151
900,72,289,140,149
900,73,289,144,145
900,74,289,143,146
900,75,289,143,146
900,76,289,139,150
900,77,289,142,147
900,78,289,143,146
900,79,289,142,147
900,80,289,140,149
900,81,289,141,148
900,82,289,138,151
900,83,289,142,147
900,84,289,144,145
900,85,289,143,146
900,86,289,141,148
900,87,289,142,147
900,88,289,144,145
900,89,289,141,148
900,90,289,141,148
900,91,289,141,148
900,92,289,143,146
900,93,289,144,145
900,94,289,143,146
900,95,289,143,146
900,96,289,143,146
900,97,289,143,146
900,98,289,144,145
900,99,289,140,149
950,0,289,140,149
950,1,289,144,145
950,2,289,143,146
950,3,289,144,145
950,4,289,145,144
950,5,289,145,144
950,6,289,142,147
950,7,289,142,147
950,8,289,145,144
950,9,289,144,145
950,10,289,141,148
950,11,289,142,147
950,12,289,141,148
950,13,289,145,144
950,14,289,142,147
950,15,289,144,145
950,16,289,145,144
950,17,289,141,148
950,18,289,144,145
950,19,289,141,148
950,20,289,140,149
950,21,289,143,146
950,22,289,141,148
950,23,289,144,145
950,24,289,145,144
950,25,289,144,145
950,26,289,144,145
950,27,289,143,146
950,28,289,140,149
950,29,289,143,146
950,30,289,145,144
950,31,289,145,144
950,32,289,144,145
950,33,289,143,146
950,34,289,142,147
950,35,289,143,146
950,36,289,145,144
950,37,289,145,144
950,38,289,142,147
950,39,289,143,146
950,40,289,144,145
950,41,289,143,146
950,42,289,142,147
950,43,289,142,147
950,44,289,142,147
950,45,289,143,146
950,46,289,144,145
950,47,289,141,148
950,48,289,141,148
950,49,289,141,148
950,50,289,140,149
950,51,289,141,148
950,52,289,145,144
950,53,289,142,147
950,54,289,144,145
950,55,289,143,146
950,56,289,145,144
950,57,289,144,145
950,58,289,142,147
950,59,289,140,149
950,60,289,140,149
950,61,289,144,145
950,62,289,143,146
950,63,289,145,144
950,64,289,141,148
950,65,289,144,145
950,66,289,144,145
950,67,289,143,146
950,68,289,143,146
950,69,289,143,146
950,70,289,144,145
950,71,289,144,145
950,72,289,143,146
950,73,289,145,144
950,74,289,143,146
950,75,289,144,145
950,76,289,143,146
950,77,289,144,145
950,78,289,145,144
950,79,289,144,145
950,80,289,142,147
950,81,289,143,146
950,82,289,143,146
950,83,289,145,144
950,84,289,145,144
950,85,289,143,146
950,86,289,143,146
950,87,289,143,146
950,88,289,143,146
950,89,289,143,146
950,90,289,145,144
950,91,289,142,147
950,92,289,142,147
950,93,289,143,146
950,94,289,142,147
950,95,289,144,145
950,96,289,145,144
950,97,289,144,145
950,98,289,140,149
950,99,289,143,146
1000,0,289,142,147
1000,1,289,144,145
1000,2,289,144,145
1000,3,289,143,146
1000,4,289,145,144
1000,5,289,144,145
1000,6,289,141,148
1000,7,289,144,145
1000,8,289,145,144
1000,9,289,143,146
1000,10,289,144,145
1000,11,289,145,144
1000,12,289,144,145
1000,13,289,143,146
1000,14,289,143,146
1000,15,289,143,146
1000,16,289,142,147
1000,17,289,144,145
1000,18,289,145,144
1000,19,289,145,144
1000,20,289,144,145
1000,21,289,143,146
1000,22,289,144,145
1000,23,289,144,145
1000,24,289,145,144
1000,25,289,145,144
1000,26,289,142,147
1000,27,289,144,145
1000,28,289,145,144
1000,29,289,144,145
1000,30,289,141,148
1000,31,289,145,144
1000,32,289,145,144
1000,33,289,143,146
1000,34,289,144,145
1000,35,289,145,144
1000,36,289,145,144
1000,37,289,145,144
1000,38,289,142,147
1000,39,289,145,144
1000,40,289,145,144
1000,41,289,144,145
1000,42,289,145,144
1000,43,289,144,145
1000,44,289,144,145
1000,45,289,144,145
1000,46,289,140,149
1000,47,289,144,145
1000,48,289,145,144
1000,49,289,145,144
1000,50,289,144,145
1000,51,289,145,144
1000,52,289,143,146
1000,53,289,145,144
1000,54,289,144,145
1000,55,289,145,144
1000,56,289,144,145
1000,57,289,144,145
1000,58,289,144,145
1000,59,289,145,144
1000,60,289,145,144
1000,61,289,143,146
1000,62,289,145,144
1000,63,289,145,144
1000,64,289,143,146
1000,65,289,145,144
1000,66,289,145,144
1000,67,289,143,146
1000,68,289,144,145
1000,69,289,144,145
1000,70,289,144,145
1000,71,289,143,146
1000,72,289,145,144
1000,73,289,145,144
1000,74,289,144,145
1000,75,289,143,146
1000,76,289,143,146
1000,77,289,144,145
1000,78,289,145,144
1000,79,289,144,145
1000,80,289,145,144
1000,81,289,143,146
1000,82,289,142,147
1000,83,289,145,144
1000,84,289,144,145
1000,85,289,144,145
1000,86,289,145,144
1000,87,289,143,146
1000,88,289,145,144
1000,89,289,145,144
1000,90,289,145,144
1000,91,289,145,144
1000,92,289,145,144
1000,93,289,145,144
1000,94,289,144,145
1000,95,289,142,147
1000,96,289,145,144
1000,97,289,144,145
1000,98,289,145,144
1000,99,289,143,146
1050,0,289,144,145
1050,1,289,144,145
1050,2,289,145,144
1050,3,289,145,144
1050,4,289,144,145
1050,5,289,145,144
1050,6,289,143,146
1050,7,289,145,144
1050,8,289,145,144
1050,9,289,145,144
1050,10,289,145,144
1050,11,289,144,145
1050,12,289,145,144
1050,13,289,144,145
1050,14,289,145,144
1050,15,289,145,144
1050,16,289,144,145
1050,17,289,145,144
1050,18,289,145,144
1050,19,289,144,145
1050,20,289,145,144
1050,21,289,145,144
1050,22,289,145,144
1050,23,289,145,144
1050,24,289,145,144
1050,25,289,145,144
1050,26,289,145,144
1050,27,289,145,144
1050,28,289,144,145
1050,29,289,144,145
1050,30,289,145,144
1050,31,289,145,144
1050,32,289,145,144
1050,33,289,145,144
1050,34,289,145,144
1050,35,289,144,145
1050,36,289,144,145
1050,37,289,145,144
1050,38,289,144,145
1050,39,289,145,144
1050,40,289,144,145
1050,41,289,144,145
1050,42,289,145,144
1050,43,289,145,144
1050,44,289,144,145
1050,45,289,145,144
1050,46,289,145,144
1050,47,289,145,144
1050,48,289,145,144
1050,49,289,144,145
1050,50,289,144,145
1050,51,289,145,144
1050,52,289,145,144
1050,53,289,144,145
1050,54,289,145,144
1050,55,289,145,144
1050,56,289,145,144
1050,57,289,145,144
1050,58,289,145,144
1050,59,289,145,144
1050,60,289,145,144
1050,61,289,145,144
1050,62,289,145,144
1050,63,289,145,144
1050,64,289,145,144
1050,65,289,145,144
1050,66,289,145,144
1050,67,289,145,144
1050,68,289,145,144
1050,69,289,144,145
1050,70,289,145,144
1050,71,289,145,144
1050,72,289,145,144
1050,73,289,145,144
1050,74,289,145,144
1050,75,289,145,144
1050,76,289,145,144
1050,77,289,145,144
1050,78,289,145,144
1050,79,289,145,144
1050,80,289,144,145
1050,81,289,145,144
1050,82,289,145,144
1050,83,289,145,144
1050,84,289,145,144
1050,85,289,145,144
1050,86,289,144,145
1050,87,289,145,144
1050,88,289,144,145
1050,89,289,145,144
1050,90,289,144,145
1050,91,289,145,144
1050,92,289,145,144
1050,93,289,145,144
1050,94,289,145,144
1050,95,289,145,144
1050,96,289,145,144
1050,97,289,145,144
1050,98,289,145,144
1050,99,289,144,145
